Technique,Assumption ID,Assumption Name,Weight Type,Value,Rationale
ContainerOTNetworkAttack,IMG-4,Dockerfiles of the app pin the base image version,Exploitability,0,Container image security practices do not increase the difficulty of intercepting layer 2 network traffic
ContainerOTNetworkAttack,IMG-4,Dockerfiles of the app pin the base image version,Exposure,2,Container image security practices reduce the software footprint and the attack surface of a container with access to the layer 2 network
ContainerOTNetworkAttack,IMG-5,App images are rebuilt and updated regularly,Exploitability,0,Container image security practices do not increase the difficulty of intercepting layer 2 network traffic
ContainerOTNetworkAttack,IMG-5,App images are rebuilt and updated regularly,Exposure,2,Container image security practices reduce the software footprint and the attack surface of a container with access to the layer 2 network
ContainerOTNetworkAttack,IMG-6,Device orchestration only uses trusted image registries,Exploitability,0,Container image security practices do not increase the difficulty of intercepting layer 2 network traffic
ContainerOTNetworkAttack,IMG-6,Device orchestration only uses trusted image registries,Exposure,2,Container image security practices reduce the software footprint and the attack surface of a container with access to the layer 2 network
ContainerOTNetworkAttack,MON-1,Container-level logging is enabled,Exploitability,0,Monitoring and detection controls do not make layer 2 network attacks more difficult
ContainerOTNetworkAttack,MON-1,Container-level logging is enabled,Exposure,1,"Monitoring and detection controls support detection of layer 2 network attacks, but provide limited support to prevent spoofing attacks"
ContainerOTNetworkAttack,MON-2,Processes on the host device are monitored for anomalous behavior,Exploitability,0,Monitoring and detection controls do not make layer 2 network attacks more difficult
ContainerOTNetworkAttack,MON-2,Processes on the host device are monitored for anomalous behavior,Exposure,1,"Monitoring and detection controls support detection of layer 2 network attacks, but provide limited support to prevent spoofing attacks"
ContainerOTNetworkAttack,MON-3,"Runtime security tools (e.g. Falco, Trivy) are used",Exploitability,0,Monitoring and detection controls do not make layer 2 network attacks more difficult
ContainerOTNetworkAttack,MON-3,"Runtime security tools (e.g. Falco, Trivy) are used",Exposure,1,"Monitoring and detection controls support detection of layer 2 network attacks, but provide limited support to prevent spoofing attacks"
ContainerOTNetworkAttack,MON-4,Incident response procedures are implemented,Exploitability,0,Monitoring and detection controls do not make layer 2 network attacks more difficult
ContainerOTNetworkAttack,MON-4,Incident response procedures are implemented,Exposure,1,"Monitoring and detection controls support detection of layer 2 network attacks, but provide limited support to prevent spoofing attacks"
ContainerOTNetworkAttack,MON-5,Logs are centralized and protected,Exploitability,0,Monitoring and detection controls do not make layer 2 network attacks more difficult
ContainerOTNetworkAttack,MON-5,Logs are centralized and protected,Exposure,1,"Monitoring and detection controls support detection of layer 2 network attacks, but provide limited support to prevent spoofing attacks"
ContainerOTNetworkAttack,MON-6,Decoy containers (honeypots) are deployed on the device to detect malicious activity,Exploitability,0,Monitoring and detection controls do not make layer 2 network attacks more difficult
ContainerOTNetworkAttack,MON-6,Decoy containers (honeypots) are deployed on the device to detect malicious activity,Exposure,1,"Monitoring and detection controls support detection of layer 2 network attacks, but provide limited support to prevent spoofing attacks"
ContainerOTNetworkAttack,MON-7,Container API calls and orchestration events are monitored for anomalies,Exploitability,0,Monitoring and detection controls do not make layer 2 network attacks more difficult
ContainerOTNetworkAttack,MON-7,Container API calls and orchestration events are monitored for anomalies,Exposure,1,"Monitoring and detection controls support detection of layer 2 network attacks, but provide limited support to prevent spoofing attacks"
ContainerOTNetworkAttack,MON-8,Alerts are triggered for unauthorized access attempts to container registries or APIs,Exploitability,0,Monitoring and detection controls do not make layer 2 network attacks more difficult
ContainerOTNetworkAttack,MON-8,Alerts are triggered for unauthorized access attempts to container registries or APIs,Exposure,1,"Monitoring and detection controls support detection of layer 2 network attacks, but provide limited support to prevent spoofing attacks"
ContainerOTNetworkAttack,NET-1,App container networks are segmented,Exploitability,3,Network security controls determine traffic flow to and from the host system in the layer 2 network and what the container can access
ContainerOTNetworkAttack,NET-1,App container networks are segmented,Exposure,3,Network security controls limit network access and reduce attack surface for a container with layer 2 network access
ContainerOTNetworkAttack,NET-2,Host-level firewall rules and network policies are applied,Exploitability,3,Network security controls determine traffic flow to and from the host system in the layer 2 network and what the container can access
ContainerOTNetworkAttack,NET-2,Host-level firewall rules and network policies are applied,Exposure,3,Network security controls limit network access and reduce attack surface for a container with layer 2 network access
ContainerOTNetworkAttack,NET-3,Inter-container communication is encrypted,Exploitability,3,Network security controls determine traffic flow to and from the host system in the layer 2 network and what the container can access
ContainerOTNetworkAttack,NET-3,Inter-container communication is encrypted,Exposure,3,Network security controls limit network access and reduce attack surface for a container with layer 2 network access
ContainerOTNetworkAttack,NET-4,Ingress/egress controls for containers are implemented,Exploitability,3,Network security controls determine traffic flow to and from the host system in the layer 2 network and what the container can access
ContainerOTNetworkAttack,NET-4,Ingress/egress controls for containers are implemented,Exposure,3,Network security controls limit network access and reduce attack surface for a container with layer 2 network access
ContainerOTNetworkAttack,RTS-1,App containers are run as non-root user,Exploitability,0,Medium effect - reduces ability to manipulate network protocols
ContainerOTNetworkAttack,RTS-1,App containers are run as non-root user,Exposure,0,Runtime security controls do not reduce the attack surface presented by a container with layer 2 network access
ContainerOTNetworkAttack,RTS-2,App containers use read-only file systems,Exploitability,0,Runtime security controls do not increase the difficulty of intercepting layer 2 network traffic
ContainerOTNetworkAttack,RTS-2,App containers use read-only file systems,Exposure,0,Runtime security controls do not reduce the attack surface presented by a container with layer 2 network access
ContainerOTNetworkAttack,RTS-3,App containers are deployed with minimal Linux capabilities,Exploitability,0,High effect - without CAP_NET_ADMIN protocol manipulation is prevented
ContainerOTNetworkAttack,RTS-3,App containers are deployed with minimal Linux capabilities,Exposure,0,Runtime security controls do not reduce the attack surface presented by a container with layer 2 network access
ContainerOTNetworkAttack,RTS-4,Seccomp is implemented on the device,Exploitability,0,Runtime security controls do not increase the difficulty of intercepting layer 2 network traffic
ContainerOTNetworkAttack,RTS-4,Seccomp is implemented on the device,Exposure,0,Runtime security controls do not reduce the attack surface presented by a container with layer 2 network access
ContainerOTNetworkAttack,RTS-5,AppArmor is implemented on the device,Exploitability,0,Medium effect - LSM can restrict network and protocol operations
ContainerOTNetworkAttack,RTS-5,AppArmor is implemented on the device,Exposure,0,Runtime security controls do not reduce the attack surface presented by a container with layer 2 network access
ContainerOTNetworkAttack,RTS-6,SELinux is implemented on the device,Exploitability,0,Runtime security controls do not increase the difficulty of intercepting layer 2 network traffic
ContainerOTNetworkAttack,RTS-6,SELinux is implemented on the device,Exposure,0,Runtime security controls do not reduce the attack surface presented by a container with layer 2 network access
ContainerOTNetworkAttack,RTS-7,App containers have minimal access to host resources,Exploitability,0,Runtime security controls do not increase the difficulty of intercepting layer 2 network traffic
ContainerOTNetworkAttack,RTS-7,App containers have minimal access to host resources,Exposure,0,Runtime security controls do not reduce the attack surface presented by a container with layer 2 network access
ContainerOTNetworkAttack,SCM-1,Secure secrets management tools (e.g. vaults or secrets manager) are used,Exploitability,0,Secrets management does not make layer 2 network attacks more difficult
ContainerOTNetworkAttack,SCM-1,Secure secrets management tools (e.g. vaults or secrets manager) are used,Exposure,0,Secrets management does not support detection of layer 2 network attacks
ContainerOTNetworkAttack,SCM-2,Apps do not contain any hardcoded secrets,Exploitability,0,Secrets management does not make layer 2 network attacks more difficult
ContainerOTNetworkAttack,SCM-2,Apps do not contain any hardcoded secrets,Exposure,0,Secrets management does not support detection of layer 2 network attacks
ContainerOTNetworkAttack,SCM-3,Secrets at rest and in transit are encrypted,Exploitability,0,Secrets management does not make layer 2 network attacks more difficult
ContainerOTNetworkAttack,SCM-3,Secrets at rest and in transit are encrypted,Exposure,0,Secrets management does not support detection of layer 2 network attacks
ContainerOTNetworkAttack,SCM-4,Automatic secret rotation and revocation policies are implemented,Exploitability,0,Secrets management does not make layer 2 network attacks more difficult
ContainerOTNetworkAttack,SCM-4,Automatic secret rotation and revocation policies are implemented,Exposure,0,Secrets management does not support detection of layer 2 network attacks
ContainerPrivilegedPortNetworkDoS,AUTH-1,Authentication for exposed container APIs is enforced,Exploitability,0,Authentication of container APIs does not prevent them from binding privileged ports
ContainerPrivilegedPortNetworkDoS,AUTH-1,Authentication for exposed container APIs is enforced,Exposure,0,Authentication of container APIs does not support the detection of privileged port binding
ContainerPrivilegedPortNetworkDoS,AUTH-2,Role-based access control is used for orchestration and container management,Exploitability,3,Authentication and access control measures for container management are essential to counter privileged port binding
ContainerPrivilegedPortNetworkDoS,AUTH-2,Role-based access control is used for orchestration and container management,Exposure,3,Authentication and access control measures for container management are essential to detect and react to privileged port binding
ContainerPrivilegedPortNetworkDoS,AUTH-3,"Access to container management interfaces (e.g., Docker socket) is restricted",Exploitability,3,Authentication and access control measures for container management are essential to counter privileged port binding
ContainerPrivilegedPortNetworkDoS,AUTH-3,"Access to container management interfaces (e.g., Docker socket) is restricted",Exposure,3,Authentication and access control measures for container management are essential to detect and react to privileged port binding
ContainerPrivilegedPortNetworkDoS,CIC-1,"The CI/CD pipeline for the app is secured (regarding code repositories, build environments, secrets, vulnerabilities, signing, auditing ...)",Exploitability,0,CI/CD and supply chain controls do not increase the difficulty of binding a privileged port
ContainerPrivilegedPortNetworkDoS,CIC-1,"The CI/CD pipeline for the app is secured (regarding code repositories, build environments, secrets, vulnerabilities, signing, auditing ...)",Exposure,1,CI/CD and supply chain controls support the identification of the containers intent and reason for binding a privileged port
ContainerPrivilegedPortNetworkDoS,CIC-2,SBOMs are used for the app to track code dependencies,Exploitability,0,CI/CD and supply chain controls do not increase the difficulty of binding a privileged port
ContainerPrivilegedPortNetworkDoS,CIC-2,SBOMs are used for the app to track code dependencies,Exposure,1,CI/CD and supply chain controls support the identification of the containers intent and reason for binding a privileged port
ContainerPrivilegedPortNetworkDoS,CIC-3,Code reviews and automated testing of the app are enforced,Exploitability,0,CI/CD and supply chain controls do not increase the difficulty of binding a privileged port
ContainerPrivilegedPortNetworkDoS,CIC-3,Code reviews and automated testing of the app are enforced,Exposure,1,CI/CD and supply chain controls support the identification of the containers intent and reason for binding a privileged port
ContainerPrivilegedPortNetworkDoS,CIC-4,Third-party components used by the app are validated,Exploitability,0,CI/CD and supply chain controls do not increase the difficulty of binding a privileged port
ContainerPrivilegedPortNetworkDoS,CIC-4,Third-party components used by the app are validated,Exposure,1,CI/CD and supply chain controls support the identification of the containers intent and reason for binding a privileged port
ContainerPrivilegedPortNetworkDoS,CIC-5,The CI/CD pipeline for the app enables reproducible builds,Exploitability,0,CI/CD and supply chain controls do not increase the difficulty of binding a privileged port
ContainerPrivilegedPortNetworkDoS,CIC-5,The CI/CD pipeline for the app enables reproducible builds,Exposure,1,CI/CD and supply chain controls support the identification of the containers intent and reason for binding a privileged port
ContainerPrivilegedPortNetworkDoS,CIC-6,Apps for development and production are not deployed in the same environment,Exploitability,0,CI/CD and supply chain controls do not increase the difficulty of binding a privileged port
ContainerPrivilegedPortNetworkDoS,CIC-6,Apps for development and production are not deployed in the same environment,Exposure,1,CI/CD and supply chain controls support the identification of the containers intent and reason for binding a privileged port
ContainerPrivilegedPortNetworkDoS,CRM-1,Regular risk assessments of apps and host devices are performed,Exploitability,2,Compliance and risk management practices help to assess what a container the binds a privileged port can do
ContainerPrivilegedPortNetworkDoS,CRM-1,Regular risk assessments of apps and host devices are performed,Exposure,2,Compliance and risk management practices help to assess how prominent a container that binds a privileged port is in its environment
ContainerPrivilegedPortNetworkDoS,CRM-2,The operation's asset inventory is maintained,Exploitability,2,Compliance and risk management practices help to assess what a container the binds a privileged port can do
ContainerPrivilegedPortNetworkDoS,CRM-2,The operation's asset inventory is maintained,Exposure,2,Compliance and risk management practices help to assess how prominent a container that binds a privileged port is in its environment
ContainerPrivilegedPortNetworkDoS,CRM-3,Container security policies along the app lifecycle are documented and enforced,Exploitability,2,Compliance and risk management practices help to assess what a container the binds a privileged port can do
ContainerPrivilegedPortNetworkDoS,CRM-3,Container security policies along the app lifecycle are documented and enforced,Exposure,2,Compliance and risk management practices help to assess how prominent a container that binds a privileged port is in its environment
ContainerPrivilegedPortNetworkDoS,CRM-4,Periodic audits and reviews of apps and host devices are conducted,Exploitability,2,Compliance and risk management practices help to assess what a container the binds a privileged port can do
ContainerPrivilegedPortNetworkDoS,CRM-4,Periodic audits and reviews of apps and host devices are conducted,Exposure,2,Compliance and risk management practices help to assess how prominent a container that binds a privileged port is in its environment
ContainerPrivilegedPortNetworkDoS,HIS-1,The container runtime on the host device is up to date,Exploitability,2,Host infrastructure security helps to manage port bindings of containers and detect malicious activities
ContainerPrivilegedPortNetworkDoS,HIS-1,The container runtime on the host device is up to date,Exposure,2,Host infrastructure security helps to detect unauthorized port bindings of containers
ContainerPrivilegedPortNetworkDoS,HIS-2,The host device is deployed as an immutable infrastructure (e.g. read-only file system),Exploitability,0,An immutable host infrastructure does not prevent binding of privileged ports
ContainerPrivilegedPortNetworkDoS,HIS-2,The host device is deployed as an immutable infrastructure (e.g. read-only file system),Exposure,0,An immutable host infrastructure does not detect binding of privileged ports
ContainerPrivilegedPortNetworkDoS,HIS-3,The host device is monitored for unauthorized changes,Exploitability,2,Host infrastructure security helps to manage port bindings of containers and detect malicious activities
ContainerPrivilegedPortNetworkDoS,HIS-3,The host device is monitored for unauthorized changes,Exposure,2,Host infrastructure security helps to detect unauthorized port bindings of containers
ContainerPrivilegedPortNetworkDoS,IMG-1,App images are scanned for vulnerabilities,Exploitability,0,Container image security practices do not make binding privileged ports more difficult
ContainerPrivilegedPortNetworkDoS,IMG-1,App images are scanned for vulnerabilities,Exposure,1,Container image security practices help identifying containers that bind privileged ports and discovering why they do it
ContainerPrivilegedPortNetworkDoS,IMG-2,App uses minimal base images,Exploitability,0,Container image security practices do not make binding privileged ports more difficult
ContainerPrivilegedPortNetworkDoS,IMG-2,App uses minimal base images,Exposure,1,Container image security practices help identifying containers that bind privileged ports and discovering why they do it
ContainerPrivilegedPortNetworkDoS,IMG-3,App images are signed and verified,Exploitability,0,Container image security practices do not make binding privileged ports more difficult
ContainerPrivilegedPortNetworkDoS,IMG-3,App images are signed and verified,Exposure,1,Container image security practices help identifying containers that bind privileged ports and discovering why they do it
ContainerPrivilegedPortNetworkDoS,IMG-4,Dockerfiles of the app pin the base image version,Exploitability,0,Container image security practices do not make binding privileged ports more difficult
ContainerPrivilegedPortNetworkDoS,IMG-4,Dockerfiles of the app pin the base image version,Exposure,1,Container image security practices help identifying containers that bind privileged ports and discovering why they do it
ContainerPrivilegedPortNetworkDoS,IMG-5,App images are rebuilt and updated regularly,Exploitability,0,Container image security practices do not make binding privileged ports more difficult
ContainerPrivilegedPortNetworkDoS,IMG-5,App images are rebuilt and updated regularly,Exposure,1,Container image security practices help identifying containers that bind privileged ports and discovering why they do it
ContainerPrivilegedPortNetworkDoS,IMG-6,Device orchestration only uses trusted image registries,Exploitability,0,Container image security practices do not make binding privileged ports more difficult
ContainerPrivilegedPortNetworkDoS,IMG-6,Device orchestration only uses trusted image registries,Exposure,1,Container image security practices help identifying containers that bind privileged ports and discovering why they do it
ContainerPrivilegedPortNetworkDoS,MON-1,Container-level logging is enabled,Exploitability,0,Monitoring and detection controls do not make binding of privileged ports more difficult
ContainerPrivilegedPortNetworkDoS,MON-1,Container-level logging is enabled,Exposure,1,"Monitoring and detection controls do not prevent binding of privileged ports, but they help identifying malicious activities and the intention of container deployment"
ContainerPrivilegedPortNetworkDoS,MON-2,Processes on the host device are monitored for anomalous behavior,Exploitability,0,Monitoring and detection controls do not make binding of privileged ports more difficult
ContainerPrivilegedPortNetworkDoS,MON-2,Processes on the host device are monitored for anomalous behavior,Exposure,1,"Monitoring and detection controls do not prevent binding of privileged ports, but they help identifying malicious activities and the intention of container deployment"
ContainerPrivilegedPortNetworkDoS,MON-3,"Runtime security tools (e.g. Falco, Trivy) are used",Exploitability,0,Monitoring and detection controls do not make binding of privileged ports more difficult
ContainerPrivilegedPortNetworkDoS,MON-3,"Runtime security tools (e.g. Falco, Trivy) are used",Exposure,1,"Monitoring and detection controls do not prevent binding of privileged ports, but they help identifying malicious activities and the intention of container deployment"
ContainerPrivilegedPortNetworkDoS,MON-4,Incident response procedures are implemented,Exploitability,0,Monitoring and detection controls do not make binding of privileged ports more difficult
ContainerPrivilegedPortNetworkDoS,MON-4,Incident response procedures are implemented,Exposure,1,"Monitoring and detection controls do not prevent binding of privileged ports, but they help identifying malicious activities and the intention of container deployment"
ContainerPrivilegedPortNetworkDoS,MON-5,Logs are centralized and protected,Exploitability,0,Monitoring and detection controls do not make binding of privileged ports more difficult
ContainerPrivilegedPortNetworkDoS,MON-5,Logs are centralized and protected,Exposure,1,"Monitoring and detection controls do not prevent binding of privileged ports, but they help identifying malicious activities and the intention of container deployment"
ContainerPrivilegedPortNetworkDoS,MON-6,Decoy containers (honeypots) are deployed on the device to detect malicious activity,Exploitability,0,Monitoring and detection controls do not make binding of privileged ports more difficult
ContainerPrivilegedPortNetworkDoS,MON-6,Decoy containers (honeypots) are deployed on the device to detect malicious activity,Exposure,1,"Monitoring and detection controls do not prevent binding of privileged ports, but they help identifying malicious activities and the intention of container deployment"
ContainerPrivilegedPortNetworkDoS,MON-7,Container API calls and orchestration events are monitored for anomalies,Exploitability,0,Monitoring and detection controls do not make binding of privileged ports more difficult
ContainerPrivilegedPortNetworkDoS,MON-7,Container API calls and orchestration events are monitored for anomalies,Exposure,1,"Monitoring and detection controls do not prevent binding of privileged ports, but they help identifying malicious activities and the intention of container deployment"
ContainerPrivilegedPortNetworkDoS,MON-8,Alerts are triggered for unauthorized access attempts to container registries or APIs,Exploitability,0,Monitoring and detection controls do not make binding of privileged ports more difficult
ContainerPrivilegedPortNetworkDoS,MON-8,Alerts are triggered for unauthorized access attempts to container registries or APIs,Exposure,1,"Monitoring and detection controls do not prevent binding of privileged ports, but they help identifying malicious activities and the intention of container deployment"
ContainerPrivilegedPortNetworkDoS,NET-1,App container networks are segmented,Exploitability,0,Network security controls do not prevent or make port binding more difficult
ContainerPrivilegedPortNetworkDoS,NET-1,App container networks are segmented,Exposure,2,Container network security controls support the management and identification of services that bind privileged ports
ContainerPrivilegedPortNetworkDoS,NET-2,Host-level firewall rules and network policies are applied,Exploitability,0,Network security controls do not prevent or make port binding more difficult
ContainerPrivilegedPortNetworkDoS,NET-2,Host-level firewall rules and network policies are applied,Exposure,2,Container network security controls support the management and identification of services that bind privileged ports
ContainerPrivilegedPortNetworkDoS,NET-3,Inter-container communication is encrypted,Exploitability,0,Network security controls do not prevent or make port binding more difficult
ContainerPrivilegedPortNetworkDoS,NET-3,Inter-container communication is encrypted,Exposure,2,Container network security controls support the management and identification of services that bind privileged ports
ContainerPrivilegedPortNetworkDoS,NET-4,Ingress/egress controls for containers are implemented,Exploitability,0,Network security controls do not prevent or make port binding more difficult
ContainerPrivilegedPortNetworkDoS,NET-4,Ingress/egress controls for containers are implemented,Exposure,2,Container network security controls support the management and identification of services that bind privileged ports
ContainerPrivilegedPortNetworkDoS,RTS-1,App containers are run as non-root user,Exploitability,0,Runtime security controls do not make privileged port binding more difficult
ContainerPrivilegedPortNetworkDoS,RTS-1,App containers are run as non-root user,Exposure,0,Runtime security controls do not support the detection of privileged port binding
ContainerPrivilegedPortNetworkDoS,RTS-2,App containers use read-only file systems,Exploitability,0,Runtime security controls do not make privileged port binding more difficult
ContainerPrivilegedPortNetworkDoS,RTS-2,App containers use read-only file systems,Exposure,0,Runtime security controls do not support the detection of privileged port binding
ContainerPrivilegedPortNetworkDoS,RTS-3,App containers are deployed with minimal Linux capabilities,Exploitability,0,Runtime security controls do not make privileged port binding more difficult
ContainerPrivilegedPortNetworkDoS,RTS-3,App containers are deployed with minimal Linux capabilities,Exposure,0,Runtime security controls do not support the detection of privileged port binding
ContainerPrivilegedPortNetworkDoS,RTS-4,Seccomp is implemented on the device,Exploitability,0,Runtime security controls do not make privileged port binding more difficult
ContainerPrivilegedPortNetworkDoS,RTS-4,Seccomp is implemented on the device,Exposure,0,Runtime security controls do not support the detection of privileged port binding
ContainerPrivilegedPortNetworkDoS,RTS-5,AppArmor is implemented on the device,Exploitability,0,Runtime security controls do not make privileged port binding more difficult
ContainerPrivilegedPortNetworkDoS,RTS-5,AppArmor is implemented on the device,Exposure,0,Runtime security controls do not support the detection of privileged port binding
ContainerPrivilegedPortNetworkDoS,RTS-6,SELinux is implemented on the device,Exploitability,0,Runtime security controls do not make privileged port binding more difficult
ContainerPrivilegedPortNetworkDoS,RTS-6,SELinux is implemented on the device,Exposure,0,Runtime security controls do not support the detection of privileged port binding
ContainerPrivilegedPortNetworkDoS,RTS-7,App containers have minimal access to host resources,Exploitability,0,Runtime security controls do not make privileged port binding more difficult
ContainerPrivilegedPortNetworkDoS,RTS-7,App containers have minimal access to host resources,Exposure,0,Runtime security controls do not support the detection of privileged port binding
ContainerPrivilegedPortNetworkDoS,SCM-1,Secure secrets management tools (e.g. vaults or secrets manager) are used,Exploitability,0,Secrets management does not mitigate privileged port binding
ContainerPrivilegedPortNetworkDoS,SCM-1,Secure secrets management tools (e.g. vaults or secrets manager) are used,Exposure,0,Secrets management does not support the detection and exposure of privileged port binding
ContainerPrivilegedPortNetworkDoS,SCM-2,Apps do not contain any hardcoded secrets,Exploitability,0,Secrets management does not mitigate privileged port binding
ContainerPrivilegedPortNetworkDoS,SCM-2,Apps do not contain any hardcoded secrets,Exposure,0,Secrets management does not support the detection and exposure of privileged port binding
ContainerPrivilegedPortNetworkDoS,SCM-3,Secrets at rest and in transit are encrypted,Exploitability,0,Secrets management does not mitigate privileged port binding
ContainerPrivilegedPortNetworkDoS,SCM-3,Secrets at rest and in transit are encrypted,Exposure,0,Secrets management does not support the detection and exposure of privileged port binding
ContainerPrivilegedPortNetworkDoS,SCM-4,Automatic secret rotation and revocation policies are implemented,Exploitability,0,Secrets management does not mitigate privileged port binding
ContainerPrivilegedPortNetworkDoS,SCM-4,Automatic secret rotation and revocation policies are implemented,Exposure,0,Secrets management does not support the detection and exposure of privileged port binding
ContainerPrivilegedPortServiceImpersonation,AUTH-1,Authentication for exposed container APIs is enforced,Exploitability,0,Authentication of container APIs does not prevent them from binding privileged ports
ContainerPrivilegedPortServiceImpersonation,AUTH-1,Authentication for exposed container APIs is enforced,Exposure,0,Authentication of container APIs does not support the detection of privileged port binding
ContainerPrivilegedPortServiceImpersonation,AUTH-2,Role-based access control is used for orchestration and container management,Exploitability,3,Authentication and access control measures for container management are essential to counter privileged port binding
ContainerPrivilegedPortServiceImpersonation,AUTH-2,Role-based access control is used for orchestration and container management,Exposure,3,Authentication and access control measures for container management are essential to detect and react to privileged port binding
ContainerPrivilegedPortServiceImpersonation,AUTH-3,"Access to container management interfaces (e.g., Docker socket) is restricted",Exploitability,3,Authentication and access control measures for container management are essential to counter privileged port binding
ContainerPrivilegedPortServiceImpersonation,AUTH-3,"Access to container management interfaces (e.g., Docker socket) is restricted",Exposure,3,Authentication and access control measures for container management are essential to detect and react to privileged port binding
ContainerPrivilegedPortServiceImpersonation,CIC-1,"The CI/CD pipeline for the app is secured (regarding code repositories, build environments, secrets, vulnerabilities, signing, auditing ...)",Exploitability,0,CI/CD and supply chain controls do not increase the difficulty of binding a privileged port
ContainerPrivilegedPortServiceImpersonation,CIC-1,"The CI/CD pipeline for the app is secured (regarding code repositories, build environments, secrets, vulnerabilities, signing, auditing ...)",Exposure,1,CI/CD and supply chain controls support the identification of the containers intent and reason for binding a privileged port
ContainerPrivilegedPortServiceImpersonation,CIC-2,SBOMs are used for the app to track code dependencies,Exploitability,0,CI/CD and supply chain controls do not increase the difficulty of binding a privileged port
ContainerPrivilegedPortServiceImpersonation,CIC-2,SBOMs are used for the app to track code dependencies,Exposure,1,CI/CD and supply chain controls support the identification of the containers intent and reason for binding a privileged port
ContainerPrivilegedPortServiceImpersonation,CIC-3,Code reviews and automated testing of the app are enforced,Exploitability,0,CI/CD and supply chain controls do not increase the difficulty of binding a privileged port
ContainerPrivilegedPortServiceImpersonation,CIC-3,Code reviews and automated testing of the app are enforced,Exposure,1,CI/CD and supply chain controls support the identification of the containers intent and reason for binding a privileged port
ContainerPrivilegedPortServiceImpersonation,CIC-4,Third-party components used by the app are validated,Exploitability,0,CI/CD and supply chain controls do not increase the difficulty of binding a privileged port
ContainerPrivilegedPortServiceImpersonation,CIC-4,Third-party components used by the app are validated,Exposure,1,CI/CD and supply chain controls support the identification of the containers intent and reason for binding a privileged port
ContainerPrivilegedPortServiceImpersonation,CIC-5,The CI/CD pipeline for the app enables reproducible builds,Exploitability,0,CI/CD and supply chain controls do not increase the difficulty of binding a privileged port
ContainerPrivilegedPortServiceImpersonation,CIC-5,The CI/CD pipeline for the app enables reproducible builds,Exposure,1,CI/CD and supply chain controls support the identification of the containers intent and reason for binding a privileged port
ContainerPrivilegedPortServiceImpersonation,CIC-6,Apps for development and production are not deployed in the same environment,Exploitability,0,CI/CD and supply chain controls do not increase the difficulty of binding a privileged port
ContainerPrivilegedPortServiceImpersonation,CIC-6,Apps for development and production are not deployed in the same environment,Exposure,1,CI/CD and supply chain controls support the identification of the containers intent and reason for binding a privileged port
ContainerPrivilegedPortServiceImpersonation,CRM-1,Regular risk assessments of apps and host devices are performed,Exploitability,2,Compliance and risk management practices help to assess what a container the binds a privileged port can do
ContainerPrivilegedPortServiceImpersonation,CRM-1,Regular risk assessments of apps and host devices are performed,Exposure,2,Compliance and risk management practices help to assess how prominent a container that binds a privileged port is in its environment
ContainerPrivilegedPortServiceImpersonation,CRM-2,The operation's asset inventory is maintained,Exploitability,2,Compliance and risk management practices help to assess what a container the binds a privileged port can do
ContainerPrivilegedPortServiceImpersonation,CRM-2,The operation's asset inventory is maintained,Exposure,2,Compliance and risk management practices help to assess how prominent a container that binds a privileged port is in its environment
ContainerPrivilegedPortServiceImpersonation,CRM-3,Container security policies along the app lifecycle are documented and enforced,Exploitability,2,Compliance and risk management practices help to assess what a container the binds a privileged port can do
ContainerPrivilegedPortServiceImpersonation,CRM-3,Container security policies along the app lifecycle are documented and enforced,Exposure,2,Compliance and risk management practices help to assess how prominent a container that binds a privileged port is in its environment
ContainerPrivilegedPortServiceImpersonation,CRM-4,Periodic audits and reviews of apps and host devices are conducted,Exploitability,2,Compliance and risk management practices help to assess what a container the binds a privileged port can do
ContainerPrivilegedPortServiceImpersonation,CRM-4,Periodic audits and reviews of apps and host devices are conducted,Exposure,2,Compliance and risk management practices help to assess how prominent a container that binds a privileged port is in its environment
ContainerPrivilegedPortServiceImpersonation,HIS-1,The container runtime on the host device is up to date,Exploitability,2,Host infrastructure security helps to manage port bindings of containers and detect malicious activities
ContainerPrivilegedPortServiceImpersonation,HIS-1,The container runtime on the host device is up to date,Exposure,2,Host infrastructure security helps to detect unauthorized port bindings of containers
ContainerPrivilegedPortServiceImpersonation,HIS-2,The host device is deployed as an immutable infrastructure (e.g. read-only file system),Exploitability,0,An immutable host infrastructure does not prevent binding of privileged ports
ContainerPrivilegedPortServiceImpersonation,HIS-2,The host device is deployed as an immutable infrastructure (e.g. read-only file system),Exposure,0,An immutable host infrastructure does not detect binding of privileged ports
ContainerPrivilegedPortServiceImpersonation,HIS-3,The host device is monitored for unauthorized changes,Exploitability,2,Host infrastructure security helps to manage port bindings of containers and detect malicious activities
ContainerPrivilegedPortServiceImpersonation,HIS-3,The host device is monitored for unauthorized changes,Exposure,2,Host infrastructure security helps to detect unauthorized port bindings of containers
ContainerPrivilegedPortServiceImpersonation,IMG-1,App images are scanned for vulnerabilities,Exploitability,0,Container image security practices do not make binding privileged ports more difficult
ContainerPrivilegedPortServiceImpersonation,IMG-1,App images are scanned for vulnerabilities,Exposure,1,Container image security practices help identifying containers that bind privileged ports and discovering why they do it
ContainerPrivilegedPortServiceImpersonation,IMG-2,App uses minimal base images,Exploitability,0,Container image security practices do not make binding privileged ports more difficult
ContainerPrivilegedPortServiceImpersonation,IMG-2,App uses minimal base images,Exposure,1,Container image security practices help identifying containers that bind privileged ports and discovering why they do it
